id;display_number;finding;status;area_id;report_id
4083;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;141
4084;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;141
4085;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;141
4086;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;141
4087;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;141
4088;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;141
4089;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;141
4090;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;142
4091;2;Frekuensi pengangkutan sampah kurang;3;1;142
4092;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;142
4093;4;Ditemukan potensi akses atau sarang hama;3;1;142
4094;5;Ditemukan sampah atau ceceran makanan;3;2;142
4095;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;142
4096;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;142
4097;8;Terdapat sisa makanan di atas meja / lantai;3;3;142
4098;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;142
4099;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;142
4100;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;142
4101;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;142
4102;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;142
4103;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;142
4104;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;142
4105;16;Terdapat sisa makanan di area bumbu masak;3;5;142
4106;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;142
4107;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;142
4108;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;142
4109;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;142
4110;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;142
4111;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;142
4112;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;142
4113;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;142
4114;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;142
4115;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;142
4116;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;142
4117;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;142
4118;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;142
4119;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;143
4120;2;Frekuensi pengangkutan sampah kurang;3;1;143
4121;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;143
4122;4;Ditemukan potensi akses atau sarang hama;3;1;143
4123;5;Ditemukan sampah atau ceceran makanan;3;2;143
4124;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;143
4125;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;143
4126;8;Terdapat sisa makanan di atas meja / lantai;3;3;143
4127;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;143
4128;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;143
4129;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;143
4130;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;143
4131;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;143
4132;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;143
4133;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;143
4134;16;Terdapat sisa makanan di area bumbu masak;3;5;143
4135;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;143
4136;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;143
4137;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;143
4138;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;143
4139;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;143
4140;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;143
4141;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;143
4142;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;143
4143;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;143
4144;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;143
4145;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;143
4146;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;143
4147;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;143
4148;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;144
4149;2;Frekuensi pengangkutan sampah kurang;3;1;144
4150;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;144
4151;4;Ditemukan potensi akses atau sarang hama;3;1;144
4152;5;Ditemukan sampah atau ceceran makanan;3;2;144
4153;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;144
4154;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;144
4155;8;Terdapat sisa makanan di atas meja / lantai;3;3;144
4156;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;144
4157;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;144
4158;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;144
4159;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;144
4160;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;144
4161;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;144
4162;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;144
4163;16;Terdapat sisa makanan di area bumbu masak;3;5;144
4164;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;144
4165;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;144
4166;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;144
4167;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;144
4168;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;144
4169;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;144
4170;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;144
4171;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;144
4172;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;144
4173;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;144
4174;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;144
4175;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;144
4176;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;144
4177;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;145
4178;2;Frekuensi pengangkutan sampah kurang;3;1;145
4179;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;145
4180;4;Ditemukan potensi akses atau sarang hama;3;1;145
4181;5;Ditemukan sampah atau ceceran makanan;3;2;145
4182;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;145
4183;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;145
4184;8;Terdapat sisa makanan di atas meja / lantai;3;3;145
4185;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;145
4186;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;145
4187;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;145
4188;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;145
4189;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;145
4190;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;145
4191;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;145
4192;16;Terdapat sisa makanan di area bumbu masak;3;5;145
4193;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;145
4194;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;145
4195;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;145
4196;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;145
4197;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;145
4198;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;145
4199;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;145
4200;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;145
4201;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;145
4202;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;145
4203;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;145
4204;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;145
4205;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;145
4206;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;146
4207;2;Frekuensi pengangkutan sampah kurang;3;1;146
4208;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;146
4209;4;Ditemukan potensi akses atau sarang hama;3;1;146
4210;5;Ditemukan sampah atau ceceran makanan;3;2;146
4211;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;146
4212;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;146
4213;8;Terdapat sisa makanan di atas meja / lantai;3;3;146
4214;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;146
4215;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;146
4216;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;146
4217;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;146
4218;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;146
4219;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;146
4220;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;146
4221;16;Terdapat sisa makanan di area bumbu masak;3;5;146
4222;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;146
4223;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;146
4224;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;146
4225;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;146
4226;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;146
4227;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;146
4228;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;146
4229;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;146
4230;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;146
4231;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;146
4232;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;146
4233;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;146
4234;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;146
4235;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;147
4236;2;Frekuensi pengangkutan sampah kurang;3;1;147
4237;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;147
4238;4;Ditemukan potensi akses atau sarang hama;3;1;147
4239;5;Ditemukan sampah atau ceceran makanan;3;2;147
4240;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;147
4241;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;147
4242;8;Terdapat sisa makanan di atas meja / lantai;3;3;147
4243;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;147
4244;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;147
4245;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;147
4246;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;147
4247;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;147
4248;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;147
4249;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;147
4250;16;Terdapat sisa makanan di area bumbu masak;3;5;147
4251;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;147
4252;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;147
4253;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;147
4254;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;147
4255;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;147
4256;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;147
4257;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;147
4258;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;147
4259;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;147
4260;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;147
4261;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;147
4262;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;147
4263;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;147
4264;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;148
4265;2;Frekuensi pengangkutan sampah kurang;3;1;148
4266;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;148
4267;4;Ditemukan potensi akses atau sarang hama;3;1;148
4268;5;Ditemukan sampah atau ceceran makanan;3;2;148
4269;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;148
4270;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;148
4271;8;Terdapat sisa makanan di atas meja / lantai;3;3;148
4272;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;148
4273;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;148
4274;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;148
4275;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;148
4276;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;148
4277;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;148
4278;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;148
4279;16;Terdapat sisa makanan di area bumbu masak;3;5;148
4280;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;148
4281;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;148
4282;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;148
4283;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;148
4284;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;148
4285;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;148
4286;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;148
4287;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;148
4288;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;148
4289;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;148
4290;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;148
4291;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;148
4292;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;148
4293;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;149
4294;2;Frekuensi pengangkutan sampah kurang;3;1;149
4295;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;149
4296;4;Ditemukan potensi akses atau sarang hama;3;1;149
4297;5;Ditemukan sampah atau ceceran makanan;3;2;149
4298;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;149
4299;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;149
4300;8;Terdapat sisa makanan di atas meja / lantai;3;3;149
4301;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;149
4302;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;149
4303;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;149
4304;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;149
4305;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;149
4306;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;149
4307;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;149
4308;16;Terdapat sisa makanan di area bumbu masak;3;5;149
4309;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;149
4310;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;149
4311;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;149
4312;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;149
4313;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;149
4314;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;149
4315;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;149
4316;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;149
4317;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;149
4318;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;149
4319;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;149
4320;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;149
4321;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;149
4322;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;150
4323;2;Frekuensi pengangkutan sampah kurang;3;1;150
4324;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;150
4325;4;Ditemukan potensi akses atau sarang hama;3;1;150
4326;5;Ditemukan sampah atau ceceran makanan;3;2;150
4327;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;150
4328;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;150
4329;8;Terdapat sisa makanan di atas meja / lantai;3;3;150
4330;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;150
4331;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;150
4332;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;150
4333;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;150
4334;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;150
4335;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;150
4336;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;150
4337;16;Terdapat sisa makanan di area bumbu masak;3;5;150
4338;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;150
4339;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;150
4340;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;150
4341;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;150
4342;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;150
4343;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;150
4344;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;150
4345;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;150
4346;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;150
4347;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;150
4348;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;150
4349;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;150
4350;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;150
4351;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;151
4352;2;Frekuensi pengangkutan sampah kurang;3;1;151
4353;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;151
4354;4;Ditemukan potensi akses atau sarang hama;3;1;151
4355;5;Ditemukan sampah atau ceceran makanan;3;2;151
4356;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;151
4357;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;151
4358;8;Terdapat sisa makanan di atas meja / lantai;3;3;151
4359;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;151
4360;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;151
4361;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;151
4362;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;151
4363;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;151
4364;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;151
4365;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;151
4366;16;Terdapat sisa makanan di area bumbu masak;3;5;151
4367;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;151
4368;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;151
4369;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;151
4370;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;151
4371;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;151
4372;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;151
4373;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;151
4374;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;151
4375;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;151
4376;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;151
4377;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;151
4378;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;151
4379;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;151
4380;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;152
4381;2;Frekuensi pengangkutan sampah kurang;3;1;152
4382;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;152
4383;4;Ditemukan potensi akses atau sarang hama;3;1;152
4384;5;Ditemukan sampah atau ceceran makanan;3;2;152
4385;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;152
4386;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;152
4387;8;Terdapat sisa makanan di atas meja / lantai;3;3;152
4388;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;152
4389;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;152
4390;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;152
4391;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;152
4392;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;152
4393;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;152
4394;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;152
4395;16;Terdapat sisa makanan di area bumbu masak;3;5;152
4396;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;152
4397;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;152
4398;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;152
4399;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;152
4400;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;152
4401;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;152
4402;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;152
4403;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;152
4404;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;152
4405;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;152
4406;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;152
4407;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;152
4408;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;152
4409;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;153
4410;2;Frekuensi pengangkutan sampah kurang;3;1;153
4411;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;153
4412;4;Ditemukan potensi akses atau sarang hama;3;1;153
4413;5;Ditemukan sampah atau ceceran makanan;3;2;153
4414;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;153
4415;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;153
4416;8;Terdapat sisa makanan di atas meja / lantai;3;3;153
4417;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;153
4418;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;153
4419;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;153
4420;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;153
4421;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;153
4422;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;153
